Player 1,Player 2,Probability of Win for Player 1
A1,K6,0.9159694364546703
A1,L0,0.8368396269483805
A1,L1,0.793969830307078
A1,L2,0.8412327886319569
A1,L3,0.7880750770045629
A1,L4,0.9419473153812813
A1,L5,0.9760856955934181
A1,L6,0.9363287715664189
A1,M0,0.7951422372224761
A1,M1,0.975509372071461
A1,M2,0.9906011098370849
A1,M3,0.7355302131270577
A1,M4,0.9338544539454596
A1,M5,0.676110290234351
A1,M6,0.9758715830849798
A1,N0,0.6959740391133823
A1,N1,0.891106352754912
A1,N2,0.9028897754999853
A1,N3,0.794571341043695
A1,N4,0.9316850522823534
A1,N5,0.9230176348775606
A1,N6,0.9747375327840887
A1,O0,0.9623432198001081
A1,O1,0.817265100932129
A1,O2,0.9798866054750589
A1,O3,0.8596739036130292
A1,O4,0.9017451815680851
A1,O5,0.8911750395149471
A1,O6,0.7957920117996103
A1,P0,0.954963080677417
A1,P1,0.8272949070372069
A1,P2,0.7885073656253673
A1,P3,0.8136671569217765
A1,P4,0.8340467298303222
A1,P5,0.8190949108988751
A1,P6,0.9232724084739485
A1,Q0,0.8071317212418628
A1,Q1,0.9294894709432039
A1,Q2,0.7775531649483278
A1,Q3,0.7560060862114397
A1,Q4,0.8488405096050344
A1,Q5,0.8560242785338114
A1,Q6,0.9389826327084545
A1,R0,0.9441613496278168
A1,R1,0.7388090538392004
A1,R2,0.7774732159391606
A1,R3,0.9038663143545073
A1,R4,0.9686116743981302
A1,R5,0.9727430512931651
A1,R6,0.8594701070835999
A1,S0,0.8672805695760792
A1,S1,0.7947748416682812
A1,S2,0.8843260406941856
A1,S3,0.8280875145122972
A1,S4,0.8373514295938174
A1,S5,0.9408150164499821
A1,S6,0.7462852585762759
A1,T0,0.897423136785692
A1,T1,0.8020842270887379
A1,T2,0.8938259702168869
A1,T3,0.8327735808100034
A1,T4,0.7248432726214821
A1,T5,0.8970906331649456
A1,T6,0.8651157453254739
A1,U0,0.8501179111090191
A1,U1,0.6965509980089425
A1,U2,0.9174873110705045
A1,U3,0.7836433080937797
A1,U4,0.7933308347349168
A1,U5,0.8297762128989945
A1,U6,0.9103969734668913
A1,V0,0.7887614775270961
A1,V1,0.7742197834560169
A1,V2,0.922643650431751
A1,V3,0.7514259845552062
A1,V4,0.7194446416035959
A1,V5,0.8487188092419472
A1,V6,0.9391919967090595
A1,W0,0.8708667007429036
A1,W1,0.980178759636458
A1,W2,0.9560402678817516
A1,W3,0.8676938808559795
A1,W4,0.8853438782950505
A1,W5,0.9305808865987908
A1,W6,0.8852711769558991
A1,X0,0.8339763565109698
A1,X1,0.919949896362526
A1,X2,0.9725526918230455
A1,X3,0.8089781326378157
A1,X4,0.7490942200847305
A1,X5,0.7405760477499828
A1,X6,0.7975988460762926
A1,Y0,0.982903618932899
A1,Y1,0.935048521736683
A1,Y2,0.893472903553578
A1,Y3,0.8188956743930778
A1,Y4,0.7033123484306993
A1,Y5,0.9010778416883463
A1,Y6,0.9307254908791259
A1,Z0,0.811452664043987
A1,Z1,0.8784742305882608
A1,Z2,0.8315843987327305
A1,Z3,0.8233930464689956
A1,Z4,0.7840701321318834
A1,Z5,0.9443139610554306
A1,Z6,0.9121579721859995
A2,A0,0.845811262318094
A2,A1,0.5275197411766435
A2,A2,0.7106065155443164
A2,A3,0.8350307754109217
A2,A4,0.649140062076304
A2,A5,0.7133414589677538
A2,A6,0.9454034881702451
A2,B0,0.7213201080558558
A2,B1,0.9375368129455072
A2,B2,0.9569197181689878
A2,B3,0.8928557476557798
A2,B4,0.8485130483170235
A2,B5,0.6277473763937903
A2,B6,0.6827792565934886
A2,C0,0.7241195658633713
A2,C1,0.7538731133326746
A2,C2,0.899371194373524
A2,C3,0.8726678850242816
A2,C4,0.6943628451077253
A2,C5,0.9596943986279418
A2,C6,0.9142574778827043
A2,D0,0.8074235520587741
A2,D1,0.5305317332940067
A2,D2,0.9550004734503839
A2,D3,0.768447113017647
A2,D4,0.8417889376235075
A2,D5,0.6251251976291947
A2,D6,0.5107936655092895
A2,E0,0.7709686197843586
A2,E1,0.7491886342787801
A2,E2,0.9646316212767684
A2,E3,0.8613607923608578
A2,E4,0.6666142734268524
A2,E5,0.8175317350043718
A2,E6,0.7837433815688016
A2,F0,0.8696924559528192
A2,F1,0.7185337781570693
A2,F2,0.5823489293514668
A2,F3,0.5118860294837801
A2,F4,0.8334979439200738
A2,F5,0.7903214583817514
A2,F6,0.6646625210742808
A2,G0,0.6538884819910523
A2,G1,0.6509017445415802
A2,G2,0.7312186052451826
A2,G3,0.938063763646833
A2,G4,0.6288749432542854
A2,G5,0.8881532373030402
A2,G6,0.8813921100900434
A2,H0,0.8000555715433096
A2,H1,0.7918700175230015
A2,H2,0.6798248377167041
A2,H3,0.7046703001178413
A2,H4,0.7544888749280044
A2,H5,0.704738881422
A2,H6,0.8288446095662158
A2,I0,0.9382758691784561
A2,I1,0.6938113196215443
A2,I2,0.7553825769270998
A2,I3,0.6679924304402061
A2,I4,0.7390781295851545
A2,I5,0.7073756075824096
A2,I6,0.49592355317283743
A2,J0,0.9004679854055636
A2,J1,0.9545342104603893
A2,J2,0.5954967008814747
A2,J3,0.8409222418939203
A2,J4,0.6192488228089083
A2,J5,0.7408712982367568
A2,J6,0.5690003983097482
A2,K0,0.6800173291681089
A2,K1,0.9332275797697611
A2,K2,0.5045382586697958
A2,K3,0.900452012698114
A2,K4,0.7427059306327946
A2,K5,0.5361355805578616
A2,K6,0.8046680557276045
A2,L0,0.6711145633454726
A2,L1,0.6035257577225258
A2,L2,0.6647954249717531
A2,L3,0.584226843929791
A2,L4,0.858407192478887
A2,L5,0.9396786625859535
A2,L6,0.8476323177739932
A2,M0,0.5992313693211843
A2,M1,0.9462406643388707
A2,M2,0.975754547155159
A2,M3,0.5097963301701617
A2,M4,0.8487548953968147
A2,M5,0.43899377152365276
A2,M6,0.9409589058064894
A2,N0,0.4631525790658688
A2,N1,0.7704194818927004
A2,N2,0.7767760164028915
A2,N3,0.6269068224117706
A2,N4,0.836127686386002
A2,N5,0.8275239720586541
A2,N6,0.9353372644468473
A2,O0,0.9088393153146611
A2,O1,0.6359245590532324
A2,O2,0.9512350260869425
A2,O3,0.6966555031167613
A2,O4,0.774439873454191
A2,O5,0.7538353335180047
A2,O6,0.6016485449602759
A2,P0,0.890300677413973
A2,P1,0.6415809923999498
A2,P2,0.582551389477184
A2,P3,0.6401210623443075
A2,P4,0.6536981370184073
A2,P5,0.6662031030264906
A2,P6,0.8182544788023659
A2,Q0,0.6098747344407973
A2,Q1,0.8350066611028454
A2,Q2,0.582310421512399
A2,Q3,0.5399052801592258
A2,Q4,0.6772507858555841
A2,Q5,0.7278876098168087
A2,Q6,0.857895509933375
A2,R0,0.8634188666065354
A2,R1,0.5150417849888255
A2,R2,0.5672011962850627
A2,R3,0.7931187778290878
A2,R4,0.920180039702476
A2,R5,0.9370600602045828
A2,R6,0.7124805748955648
A2,S0,0.7095406816935853
A2,S1,0.5920073864669789
A2,S2,0.741243849474555
A2,S3,0.6438732118142866
A2,S4,0.6597466119983922
A2,S5,0.8561228540372944
A2,S6,0.5589752895316084
A2,T0,0.7675079028518246
A2,T1,0.6423174235483694
A2,T2,0.7756855223434005
A2,T3,0.6548961867721882
A2,T4,0.5031749623484918
A2,T5,0.7862597611516423
A2,T6,0.7067502662783645
A2,U0,0.6793674267981056
A2,U1,0.48345641877126533
A2,U2,0.8081497798286298
A2,U3,0.6037044032274396
A2,U4,0.5925048955003963
A2,U5,0.6488107545385202
A2,U6,0.7922059805208623
A2,V0,0.592937708792712
A2,V1,0.5697890339088735
A2,V2,0.823703969016311
A2,V3,0.5312436780168932
A2,V4,0.48945138640386276
A2,V5,0.67779159167924
A2,V6,0.8522811040243639
A2,W0,0.7158441888515688
A2,W1,0.9491725748008807
A2,W2,0.9014391971318034
A2,W3,0.7387501741018131
A2,W4,0.7496597305217882
A2,W5,0.839323138498729
A2,W6,0.7530684884834096
A2,X0,0.6801500752778477
A2,X1,0.8154563915572777
A2,X2,0.929944018185983
A2,X3,0.6423902951214641
A2,X4,0.5493039515512766
A2,X5,0.5162006600240406
A2,X6,0.5998774133480367
A2,Y0,0.9557840200684772
A2,Y1,0.8586592194891207
A2,Y2,0.7699744396098371
A2,Y3,0.6374517611337722
A2,Y4,0.480303672897805
A2,Y5,0.7818776638550655
A2,Y6,0.8341760932405538
A2,Z0,0.6298597571360187
A2,Z1,0.7396985292355855
A2,Z2,0.650706149981081
A2,Z3,0.6399352821416471
A2,Z4,0.5760933419768437
A2,Z5,0.8838127124284002
A2,Z6,0.7950389820796888
A3,A0,0.773947683981469
A3,A1,0.42811624217275424
A3,A2,0.6262223993654072
A3,A3,0.7699650978209486
A3,A4,0.5586877349166091
A3,A5,0.5738596994292797
A3,A6,0.9067484575955735
A3,B0,0.6149878104043905
A3,B1,0.9054942835812396
A3,B2,0.9366825736481842
A3,B3,0.8488599212332594
A3,B4,0.7497965502381811
A3,B5,0.4801986023061312
A3,B6,0.5968250738013187
A3,C0,0.6449570768857442
A3,C1,0.6782241626768081
A3,C2,0.8558407770561126
A3,C3,0.8237366235788907
A3,C4,0.5913577747749333
A3,C5,0.9417301426317629
A3,C6,0.8797488247496139
A3,D0,0.7414209029344736
A3,D1,0.39232782508128194
A3,D2,0.9336627395932369
A3,D3,0.6971962357326907
A3,D4,0.7489323043625714
A3,D5,0.5078484186067679
A3,D6,0.42196752776558216
A3,E0,0.6664853172377786
A3,E1,0.6763021711738679
A3,E2,0.9474109176021129
A3,E3,0.812783309932886
A3,E4,0.5753943680544775
A3,E5,0.7525333378782127
A3,E6,0.6993593582865811
A3,F0,0.8155704399191503
A3,F1,0.5993848187777638
A3,F2,0.487499469238947
A3,F3,0.40875054329259164
A3,F4,0.7711650419330969
A3,F5,0.7128133968427631
A3,F6,0.5375541865572171
A3,G0,0.5367529225665016
A3,G1,0.5471176838415239
A3,G2,0.619847278740255
A3,G3,0.9115461221390507
A3,G4,0.5366664947803318
A3,G5,0.8372793698887667
A3,G6,0.831385292539614
A3,H0,0.7202938636001106
A3,H1,0.7179898310919969
A3,H2,0.590969651507773
A3,H3,0.6084192478661238
A3,H4,0.6792256720830161
A3,H5,0.614824391796516
A3,H6,0.766754078237773
A3,I0,0.9105459272255041
A3,I1,0.569247775908283
A3,I2,0.6780467668396276
A3,I3,0.5535916193585274
A3,I4,0.6568403162838563
A3,I5,0.6158488808404387
A3,I6,0.4035514832128794
A3,J0,0.85834737481198
A3,J1,0.9190229159498838
A3,J2,0.4937727479301095
A3,J3,0.7827855440701756
A3,J4,0.5197715314648791
A3,J5,0.654121486764206
A3,J6,0.4098775695683837
A3,K0,0.5866673497930863
A3,K1,0.9072015006143678
A3,K2,0.4054066223429435
A3,K3,0.8594020050238468
A3,K4,0.6278893574278588
A3,K5,0.44173695090561477
A3,K6,0.7287308483111395
A3,L0,0.5506112004288387
A3,L1,0.49124320275447614
A3,L2,0.5728239877569371
A3,L3,0.4890735433884862
A3,L4,0.8001883783815459
A3,L5,0.9113532440984194
A3,L6,0.7819648968262171
A3,M0,0.48886715092338057
A3,M1,0.9071544837095268
A3,M2,0.9623711198228939
A3,M3,0.41283031589986474
A3,M4,0.7778283304193727
A3,M5,0.35366458681599655
A3,M6,0.908854011952579
A3,N0,0.36740123399357066
A3,N1,0.665927045878838
A3,N2,0.6976872594347894
A3,N3,0.48156509591210955
A3,N4,0.7811416023658349
A3,N5,0.7445629044517738
A3,N6,0.9069492409310038
A3,O0,0.8623723828962842
A3,O1,0.525193144986983
A3,O2,0.9221280741698816
A3,O3,0.6035728133800464
A3,O4,0.7043967782706704
A3,O5,0.672833053064318
A3,O6,0.4868825468506301
A3,P0,0.8432140582209661
A3,P1,0.5416604206760794
A3,P2,0.48991081873378745
A3,P3,0.5221203975032587
A3,P4,0.5567220382167826
A3,P5,0.5222883601801527
A3,P6,0.7494342522680413
A3,Q0,0.5218843506692931
A3,Q1,0.7631714188783287
A3,Q2,0.4681021274577325
A3,Q3,0.4372148602961443
A3,Q4,0.5897959558600601
A3,Q5,0.5840880175125053
A3,Q6,0.7885893758497071
A3,R0,0.8064564644752116
A3,R1,0.41769283378187716
A3,R2,0.46641917963411955
A3,R3,0.692478348014373
A3,R4,0.8841932714010522
A3,R5,0.89557101903201
A3,R6,0.5969891146299484
A3,S0,0.6236479802529215
A3,S1,0.5016895323585812
A3,S2,0.6589570172700501
A3,S3,0.5528153624814912
A3,S4,0.5664834973767302
A3,S5,0.805046186779624
A3,S6,0.41854745507521396
A3,T0,0.6892241129576739
A3,T1,0.4963846937624302
A3,T2,0.6740107369195877
A3,T3,0.5498813963465309
A3,T4,0.4019637445325657
A3,T5,0.6801198157260212
A3,T6,0.6178446206094429
A3,U0,0.5835346250338069
A3,U1,0.36098603045771877
A3,U2,0.7323588861863213
A3,U3,0.4713228504676855
A3,U4,0.49664649584046255
A3,U5,0.5520421117813382
A3,U6,0.7211911063650067
A3,V0,0.48021731129348605
A3,V1,0.4621199077571104
A3,V2,0.746618037439734
A3,V3,0.42843909664627694
A3,V4,0.3918504214894194
A3,V5,0.5862533786431803
A3,V6,0.8011376489590821
A3,W0,0.6273555783026582
A3,W1,0.926651004362312
A3,W2,0.8378330496762411
A3,W3,0.6098992910685165
A3,W4,0.6607445967690818
A3,W5,0.7651078182829442
A3,W6,0.6487883709422105
A3,X0,0.5524620433812897
A3,X1,0.7409247986072858
A3,X2,0.901326562313529
A3,X3,0.5056167396900978
A3,X4,0.4254953641621329
A3,X5,0.4155072767610834
A3,X6,0.5006149909659754
A3,Y0,0.93542211147967
A3,Y1,0.7736039845429998
A3,Y2,0.678586678335179
A3,Y3,0.5237134428252253
A3,Y4,0.3755750418810641
A3,Y5,0.6972912773080714
A3,Y6,0.7743750863676495
A3,Z0,0.5166908550027938
A3,Z1,0.6407589928268526
A3,Z2,0.5599158655422335
A3,Z3,0.5402373518895024
A3,Z4,0.4851286197312114
A3,Z5,0.797210541755375
A3,Z6,0.7253763331624322
A4,A0,0.8930819424090018
A4,A1,0.6415300791839966
A4,A2,0.7984280844822834
A4,A3,0.8900231024531988
A4,A4,0.751951859113413
A4,A5,0.7709693984536888
A4,A6,0.9602855308276104
A4,B0,0.7958769741045091
A4,B1,0.9587919841867406
A4,B2,0.9723589695686726
A4,B3,0.9310919685100767
A4,B4,0.8817302226515396
A4,B5,0.6972142421531139
A4,B6,0.7774675332185947
A4,C0,0.8117225797124382
A4,C1,0.8343503967021255
A4,C2,0.9341852373224198
A4,C3,0.9171307439180307
A4,C4,0.7791366334311188
A4,C5,0.9748752071926623
A4,C6,0.945557206838874
A4,D0,0.8728916463535199
A4,D1,0.6146268241417113
A4,D2,0.9708336221540329
A4,D3,0.8446562914284204
A4,D4,0.8812278615625021
A4,D5,0.7166608472307591
A4,D6,0.6335104684711917
A4,E0,0.8314544576838983
A4,E1,0.8315334180495252
A4,E2,0.977167077621597
A4,E3,0.9110525812797565
A4,E4,0.7632769218352783
A4,E5,0.8784855912685371
A4,E6,0.8494454177776666
A4,F0,0.9144327432318857
A4,F1,0.7872763317831754
A4,F2,0.6923683105269416
A4,F3,0.6236741574685059
A4,F4,0.8889787011874631
A4,F5,0.8557539887741772
A4,F6,0.7419407226210668
A4,G0,0.7396243863979818
A4,G1,0.7431994277637357
A4,G2,0.7992252202174782
A4,G3,0.9607203122526221
A4,G4,0.7337694312671135
A4,G5,0.9259187097691456
A4,G6,0.9220554899491068
A4,H0,0.8614130984959405
A4,H1,0.8577918187855202
A4,H2,0.776089093800849
A4,H3,0.7893705513984702
A4,H4,0.8344213451170126
A4,H5,0.7919228712713666
A4,H6,0.886550074275984
A4,I0,0.9600626002688396
A4,I1,0.7651730012398433
A4,I2,0.8329462978868212
A4,I3,0.7523209893886407
A4,I4,0.8192609795524655
A4,I5,0.7911571864202684
A4,I6,0.6157805319416668
A4,J0,0.9347554483346617
A4,J1,0.9658785782390105
A4,J2,0.7007078885019924
A4,J3,0.8947824309255492
A4,J4,0.7217792724071586
A4,J5,0.8202451015287489
A4,J6,0.6342976819115825
A4,K0,0.773116831530186
A4,K1,0.9585032480602774
A4,K2,0.6205828174401684
A4,K3,0.9351845530777387
A4,K4,0.8063837668950856
A4,K5,0.6529219314354824
A4,K6,0.8656403657764794
A4,L0,0.7493865740805479
A4,L1,0.7016718816017476
A4,L2,0.7601592410318365
A4,L3,0.6965602951864271
A4,L4,0.90488031494815
A4,L5,0.9611897064208359
A4,L6,0.8958943108867551
A4,M0,0.6980718164341209
A4,M1,0.9605745866177385
A4,M2,0.984031455639667
A4,M3,0.6245401449165346
A4,M4,0.8952023476355769
A4,M5,0.5636983338108265
A4,M6,0.9604318624446542
A4,N0,0.5817216733461684
A4,N1,0.8305036692686779
A4,N2,0.845083761290831
A4,N3,0.6978297540597616
A4,N4,0.894062849750906
A4,N5,0.8769100701945629
A4,N6,0.9587713443210198
A4,O0,0.9383053312154583
A4,O1,0.7286791880034571
A4,O2,0.9666066046673321
A4,O3,0.7823659616951498
A4,O4,0.8501478883331688
A4,O5,0.830320395180314
A4,O6,0.6968245437407694
A4,P0,0.9284201763238337
A4,P1,0.7374165424948957
A4,P2,0.6941964210146566
A4,P3,0.7283806156556775
A4,P4,0.7500570023006865
A4,P5,0.7315561333997194
A4,P6,0.8768769178861937
A4,Q0,0.7213415152203176
A4,Q1,0.8861102111182744
A4,Q2,0.6824536505424343
A4,Q3,0.6509801722264923
A4,Q4,0.7735751921182169
A4,Q5,0.778394668422611
A4,Q6,0.9006823476350787
A4,R0,0.9083517162946929
A4,R1,0.6285738208775592
A4,R2,0.67601632322565
A4,R3,0.8468159364327885
A4,R4,0.9476400419511117
A4,R5,0.9548675273525629
A4,R6,0.7840794929271945
A4,S0,0.7976031188102043
A4,S1,0.7039550694000918
A4,S2,0.8216842212022619
A4,S3,0.7469867218541097
A4,S4,0.7577478536449263
A4,S5,0.9070599064280678
A4,S6,0.641191167137184
A4,T0,0.8416319964394007
A4,T1,0.71089898590535
A4,T2,0.8356386471318198
A4,T3,0.7462609326008605
A4,T4,0.6188542439676312
A4,T5,0.8401890879327211
A4,T6,0.7944201157225234
A4,U0,0.7688308119754502
A4,U1,0.581034559386245
A4,U2,0.8679080504237766
A4,U3,0.6877933724880736
A4,U4,0.7031793358843839
A4,U5,0.7474566011678637
A4,U6,0.8606501113627878
A4,V0,0.6915889652663173
A4,V1,0.6751914918278391
A4,V2,0.8774630124412853
A4,V3,0.641385541334689
A4,V4,0.6051297389485327
A4,V5,0.7717518442431285
A4,V6,0.9052479862208868
A4,W0,0.7997583555439223
A4,W1,0.9680375054629876
A4,W2,0.9273602173248487
A4,W3,0.7951554226763394
A4,W4,0.8251327210200057
A4,W5,0.8876829857505412
A4,W6,0.8181962092117533
A4,X0,0.7533492119072441
A4,X1,0.8735587327278544
A4,X2,0.9557055558621244
A4,X3,0.7168284714095042
A4,X4,0.6452269748482906
A4,X5,0.6282600236310056
A4,X6,0.7068954826479202
A4,Y0,0.9719386014965339
A4,Y1,0.8941728498792852
A4,Y2,0.8375736919614429
A4,Y3,0.7272416881117297
A4,Y4,0.59343356619786
A4,Y5,0.8486043137270325
A4,Y6,0.8902307993528566
A4,Z0,0.7225923305148002
A4,Z1,0.8126971185185698
A4,Z2,0.752999662487733
A4,Z3,0.7388545725723393
A4,Z4,0.6917784845687935
A4,Z5,0.9076455406333032
A4,Z6,0.8623519674803193
A5,A0,0.9179038087650596
A5,A1,0.7211548445766701
A5,A2,0.8583316271407793
A5,A3,0.9175433781883208
A5,A4,0.8122083543964208
A5,A5,0.807012552266325
A5,A6,0.9682375484308902
A5,B0,0.8392471975988376
A5,B1,0.9693539117192931
A5,B2,0.9812416434654437
A5,B3,0.9498055484823061
A5,B4,0.9046278078048575
A5,B5,0.742874705563209
A5,B6,0.8437336647114148
A5,C0,0.865270273555742
A5,C1,0.878771002851771
A5,C2,0.9535853532164735
A5,C3,0.943676367381201
A5,C4,0.8250696389467749
A5,C5,0.9820717593813041
A5,C6,0.9628040767351203
